0	doc_label,doc_content	0.09289283253734426	0.34690509317298207	0.19188455671004961	0.36831751757962405
1	Coal-1,article	4.6262558786845155E-4	0.04975352212052108	0.7223329189639313	0.22745093332767924
2	Coal-10,engaging	0.003301895027397427	0.19733668865116938	0.7710022164756063	0.028359199845826872
3	Coal-11,planning	0.012370789022549374	0.084147745905	0.6402768811863015	0.2632045838861491
4	Coal-2,article	0.003013365296118084	7.16520239460396E-4	0.9322506134581118	0.06401950100630971
5	Coal-3,coal	8.778461897855881E-4	0.012988622064129556	0.45976022621637425	0.5263733055297105
6	Coal-4,paper	0.2078881138727893	4.062000347417605E-4	0.7065599707118837	0.0851457153805853
7	Coal-5,greenhouse	0.00163380676896929	0.004520453222179187	0.951228291867554	0.042617448141297455
8	Coal-6,young	0.02123716601648473	7.197959784474784E-4	0.9612309672459501	0.016812070759117677
9	Coal-7,energy	0.0014575445164194407	1.395298748467004E-4	0.1446828115563919	0.853720114052342
10	Coal-8,energy	0.006996178873443578	0.014230325087193085	0.194861829003616	0.7839116670357474
11	Coal-9,natural	0.13416990940388546	2.5643828608391367E-4	0.150318858739291	0.7152547935707396
12	Gas-1,hydraulic	0.00489381758849958	0.09602943846214669	0.052817519550925396	0.8462592243984284
13	Gas-10,paper	0.8012621322758531	0.1254367875487881	0.039081202706195535	0.034219877469163267
14	Gas-11,progress	0.7595297609365442	0.22535826497286493	0.010271646065812143	0.004840328024778737
15	Gas-2,growing	0.005574848833482287	0.9270755250996464	0.00255145456926654	0.0647981714976048
16	Gas-3,following	0.8600376770675371	0.08876762345245087	0.05105974399850354	1.3495548150851874E-4
17	Gas-4,innovation	0.8495057674005324	0.05617676011084358	0.09137057427944702	0.0029468982091769096
18	Gas-5,shale	0.09534526619682487	0.8886978768928883	0.01292464097710769	0.00303221593317917
19	Gas-6,consideration	0.2412442300247592	0.6943318937026804	0.0607683903482404	0.0036554859243198893
20	Gas-7,notion	0.7269244608954185	0.04801271191149491	0.2182326694668216	0.006830157726264886
21	Gas-8,paper	0.1511261979244551	0.7535842632323538	0.05055552517210263	0.04473401367108852
22	Gas-9,questions	0.07813837149973953	0.8249242073668034	0.09579326769090336	0.001144153442553624
